__label__Neg	سیستم خوبی نبود از ساعت ۱۱تا ساعت۱۲:۴۰منتظر نوبتم بودم در حالیکه،در این مدت زمان تعداد زیادی مراجعه کننده حضور نداشت یعنی در حالت غیر الکترونیک کار بنده زودتر راه میوفتاد،در ضمن کسانی هم که همراه اول نداشتند قادر به نوبت گیری نبوند
__label__Neg	بدترین شرایط در ارایه نوبت هست همه مردم ناراضی هستن لطفا خودتون از اتاقتون بیایید بیرون یه نگاهی به وضعیت بد مراجعه کنندگان بندازید مثل‌بانکهای دهه شصت همه دم این باجه ها بدون نوبت ایستادن نه از روی شماره کسی کار انجام میده نه صف، تعداد کارمندها هم بسیار کم هست یک نفر باید کار جمعیت. یادی رو انجام بده این پولها رو اینجا خرج کنید نه برای اقای مرتضوی کنار بذارید
__label__Neg	بازم صد رحمت به همون نوبت دهی دستگاه که توی خود شعبه انجام میشد. الان وقتی مراجعه میکنی و مثلا ساعت هشت صبح وقت داری میبینی که پنج نفر جلوی شما توی صف هستند و باید برای اینکه به آنها بفهمانی که اینترانتی نوبت شما ساعت هشت هست و الان باید مسئول باجه جوابگوی شما باشد با آنها درگیر شوی سر نوبت. که متاسفانه به جای اینکه هر روز بهتر شود ، بدتر میشود
__label__Pos	لطفا به جای صدور دفترچه بیمه کاغذی از دفترچه بیمه الکترونیکی استفاده شود .
__label__Neg	کلا همش انتقاده ولی گفتنش فایده نداره همه چی گلو بلبله
__label__Neg	سیستم قط شده بود همه باجه ها خالی بود دولت نداره نیرو بزاره سر کار
__label__Neg	من کلی راضی نبودم کاری کردن که کلی بیمه زده بشم به بیمه عمر پناه ببرم
__label__Pos	خدا قوت
__label__Pos	واقعا عالی انجام شد در کمترین زمان ممکن. سپاسگزارم.
__label__Neg	اطلاع رسانی برای طریقه نوبت دهی کاملا بد و وقتی از مسئولین باجه سوال پرسیده میشه خیلی بد پاسخ داده میشه.
__label__Neg	من برای بیمه بیکاری شعبه 22 نوبت گرفتم.که گفتن هنوز برای این واحد راه اندازی نشده. و انتظار الکی و ارجاع به یکماه دیگه...واقعا تاسف باره برای سیستم به این بزرگی...
__label__Pos	لطفا سیستم نوبت دهی را برای سایر عملیات تامین اجتماعی از قبیل صدور مفاصاحساب بیمه و... فعال نمایید
__label__Neg	واقعا مسخره اس
__label__Neg	نوبت دهی اینترنتی فقط در نوبت اول مراجعه راهگشاست در صورتی که برای انجام هر کاری برای انجام کار اداری آن باید چند نوبت در صف ایستاد
__label__Neg	طرز بر خورد قسمت درامد با مراجع کننده اصلا خوب نیست به ویژه خانم زارع که اصلا پاسخ درست و کامل. نمیدهند و همیشه بد برخورد هستن
__label__Neg	بسیار ضعیف و سیستم اداری بسیار اتلاف وقت میکند
__label__Pos	نوبن دهی با 142 عالی بود
__label__Neg	همکاری لازم ندارند
__label__Neg	نوبت دهی اینترنتی اصلا به درد نمیخوره
__label__Pos	ممنون از شما و همکارانتون
__label__Pos	از خدمات نوبت دهی که برقرار کردید ممنونم خیلی ممنونم
__label__Pos	باسلام وآرزوی سلامتی برای پرسنل محترم سازمان تامین اجتماعی..درصورت امکان وبه جهت سرعت بخشیدن به امورات بیمه شدگان لطف فرمایید درپروسه به روز رسانی کدملی جهت نامنویسی ، اقدامات مقتضی رامعمول فرمایید.باتشکروقدردانی اززحمات شما.
__label__Neg	این طرح مسخرتون رو جمع کنید چون همه مراجعه کننده ها گوشی موبایل همراهشون نیست . شما با این طرحتون مردم رو به زور وادار میکنید از اینترنت استفاده کنند . گوشی همه که اندروید نیست . طرحتون بسیار مسخره و مزخرف بود . هم کلی وقت گیره . امروز من 4 بار مراحلش رو انجام دادم اخرش ناموفق میشد و درنهایت کارمند خودتون زحمتش رو کشید . در ضمن اون خانم ها از تعداد سوالات مردم و قطعی اینترنت اونجا کلافه شده بودند . هم برای مردم کار درست کردید هم برای کارمندان خودتون . این طرح باید اختیاری باشه نه اجباری .
__label__Neg	بیمه تامین اجتماعی اینترنت و وقت اینترنتی نمیخواد با خدمات رسانی افتضاحش که همش سیستم هاش قطعه باید برید با چرتکه کار کنید متاسفم براتون جیب ملت رو میزنید خدماتتون هم که افتضاحه
__label__Neg	اگر نوبت اینترنتی میدهید لطفا طوری باشد که بعد از مراجعه معطلی نداشته باشیم
__label__Pos	با تشکر از اهمیت دادن شما به نظر خواهی/موفق و پاینده باشید
__label__Neg	ششماه از سال گذشته هنوز معوقه افزایش حقوق پرداخت نشده
__label__Pos	ممنون از انجام این کار
__label__Neg	متصدی بدون توجه به رزرو اینترنتی گفت ساعت ۱۵ به بعد رزرو اینترنتی نداریم
__label__Pos	ای کاش همه کارکنان شعبه ۹ مثل آقای پور صفری واحد درآمد طبقه شش باجه ۴، خوشبرخورد و با اخلاق و سریع کارها رو انجام میدادن، من از آقای پورصفری کمال تشکر را دارم
__label__Pos	باتشکرفراوان از مسئول محترم مستمری
__label__Pos	با سلام اگر یه کم رفتار پرسنل مهربانتر باشد برای هر دو طرف روز بهتری شروع میشود .متشکرم
__label__Pos	با یکروز تاخیر در پرداخت حق بیمه اختیاری سه ماه بیمه از بین میرود با توجه به اینکه برای هر کسی ممکن است مشکلی پیش بیاید، این قانون غیر منصفانه میباشد و لازم است مورد تجدید نظر قرار بگیرد
__label__Neg	واقعا جای تاسف و تاثر داره ،کارمندان بی اعصاب،مراجعین بی چاره
__label__Neg	خیلی افتضاح بود واقعا برای کم کاری شیوه خوبیه
__label__Neg	بعنوان پزشک که تاحد زیادی با اینترنتآشنایی دارم طرح بسیار بسیار نسنجیده بی مورد و مزخرفی را ارایه کرده اید که فقط از روابط الکترونیک اسمی از آن هست
__label__Neg	این سیستم کارآیی لازم رو ندارد لطفا تجدید نظر کرده و رفاه مراجعه کننده رو اولویت کار قرار دهید
__label__Pos	کارمند فقط مرتضی فرخ بخت فومنی شعبه شفت
__label__Neg	این که اینترنتی نوبت بگیریم بعد 3 ساعت هم سر پا وایسیم چیه جز مردم آزاری؟
__label__Pos	باسلام وخسته نبا شید اگر امکان دارد در تمامی قسمتهای بیمه مانند نامنویسی وسوابق این کار انجام شود بهتر است باتشکر از شما
__label__Pos	با ارزوی موفقیت روز افزون
__label__Pos	لطفا زمان رسیدگی را کمتر فرمایید
__label__Neg	واقعا خیلی بی مسئولیت هستن مسولان .کار مردم درست انجام نمیشه از مسئول راس گرفته تا بقیه کارمندها درست جواب نمیدن به مردم .درست راهنمایی نمیکنن.مثلا اگر کنار آقای مسئول امور بیمه شدگان یه کارمند دیگه هم بود خوب بود که به سوال ها جواب میداد و آقای مسئول به پرونده ها میرسیدن. ولی متاسفانه .وضعیت مملکت که این باشه وضعیت ادارات هم همینه دیگه از صبح معطل بشیم کلی آخرش هم کار انجام نمیشه ولی به وقت نهار و ...خودشون باید برسن.
__label__Neg	شیوه نوبت دهى و نحوه برخورد کارمندان این شعبه بسیار ضعیف و طلبکارانه است براى بیمه بیکارى چندین بار باید مراجعه کنیم و هر بار غریب به سه ساعت باید منتظر رسیدن نوبت باشیم.
__label__Neg	از آنجائیکه ممکن است همه افراد حتی یک نفر ، دسترسی به اینترنت یا تلفن هراه نداشته باشند و نیز پیچیده بودن مراحل نوبت دهی اینترنتی ، بهتر است که از همان روش قبلی استفاده شود.
__label__Neg	قبل راه اندازی همچین خدماتی اول یک مرحله اموزشی و ازمایشی برگزار کنید بهتر بود
__label__Pos	میزان رفت و آمد بین واحد ها برای انجام بیمه بیکاری زیاد بود.
__label__Neg	با سلام . برای حضور در بیمه پیامک میدهید اما اعلام نمیکنید باید نوبت اینترنتی بگیرن و باعث اخلال و اختلال میشود ..برخورد خانوم قاسمی باجه ۲ طبقه ۴ بشدت با ارباب رجوع بد و دائما در حال داد زدن میباشد ..دوست عزیز ایشون حقوق میگیرند و باید ب ارباب رجوع پاسخگو باشند نه اینکه دایم سر همه نراجعه کننده ها داد بزنند ..خواهشا قبل استخدام پرسنل را به روانشناس نشان دهید ادم دیوانه را در تیمارستان نگه میدارند نه پشت میز اداره دولتی
__label__Pos	زیر ساخت نوبت دهی خوب است با سپاس
__label__Neg	رسیدگی شود اداره شعبه ۹ افتضاح ترین اداره است و تا به حال من چنین اداره ای را ندیدم مقصر رئیس شعبه می دانم ۰۹۱۲۶۰۰۷۵۲۷
__label__Pos	سلام پیشنهاد میشود کسانی که پرونده درمستمری دارن احتیاج به تمدید وتائید اعتبار نداشته باشند
__label__Neg	همیشه سیستم قطعه :((((
__label__Pos	سلام خدا پدرتونو بیامرزه عالی بود کار من در اسرع وقت انجام شد ممنون
__label__Neg	مسخره کردن . همه نوبتهارو نماینده های شرکتا میگیرن که آمارشون بره بالا
__label__Pos	شعبه 2 کرج به نسبت سایر شعب از نظم بهتری برخوردار است
__label__Neg	به عنوان یک بیمه شده متاسفم برای این سازمان که به جای تامین رفاه و آسایش برای مردم فقط استرس و فشار ذهنی افراد رو بیشتر می کنه. من برای بیمه بیکاری حدود هفت ماهه که اقدام کردم. با اینکه هیچ مشکلی پروندم نداشته بعد از کلی سرکار گذاشتن هنوز مستمری یک ماه رو هم پرداخت نکردند و حالا به دروغ گفتند که پروندت برای ما ارسال نشده که بعد از سه ماه کاشف به عمل اومد همون سه ماه پیش ارسال شده بوده. ای کاش حداقل این حرفها رو با لحن بهتری به بیمه شده ها میزدن نه جوری که انگار دارن با یه آدم مزاحم حرف میزنن. در ضمن من الان حدود یک ساعت و نیمه که دارم توی اینترنت می چرخم و هنوز کد USSD نوبت گیری رو پیدا نکردم!
__label__Neg	از بدو ورود شاهد نزاع مردم خسته و سر درگم ک کلافه با پرسنل بودم سریعا به مدل نوبت دهی قبل برگردانید
__label__Pos	همه چی خووب بود.
__label__Pos	خسته نباشید خدا قوت
__label__Neg	بعد از دو ونیم ساعت معطلی و مراجعه به باجه ۱۰ مانیتور و سوکت آن خراب بود بعد از یکربع دیگر مدارک مرا تحویل گرفت و گفت هیچ سابقه ای نواریم حتی نامه ای که خودتان صادر کرده اید سابقه را ندارید اعتراض کردم که چطور ممکن است گفت نداریم دیگه بروید از پیمانکار اصل برگه را بیاورید میگم خانوم شما نامه دادید سر کار ما آغاز بگار را با نامه به شما برگرداند من خودم آوردم فقط شما تجریش بودید اونموقع حالا منتقل شدید اینجا باز میگه من سابقه ندارم دنیا سابقه دویست سال پیش رو در میاره شما عرضه یه ا جاع به سوابق خودتون رو هم ندارید
__label__Pos	قسمت سوابق خیلی ارباب رجوع داشت و فقط یک باجه جوابگوی اون همه ارباب رجوع بود و خیلی معطل شدیم
__label__Neg	سیستم هر روز قطع میشه
__label__Neg	نداشتن تخصص کافی
__label__Pos	اگه جواب آزمایش رو سریع تر بدهید عالیه
__label__Pos	با تشکر از شعبه 28
__label__Pos	باتشکر از پاسخگویی پرسنل خوب شعبه 5 تهران
__label__Neg	با درود.اولا دراین مورد اصلا اطلاع رسانی نشده بنابراین با نوبت حضوری فرقی نمیکند ضمنا متصدی باجه ها نوبت را رعایتنمیکنند و باعث ایجاد درگیری لفظی میشود در ثانی بنده در طی دو سال چند مرحله به این شعبه مراجعه کردم بدون استثنا سیستمها قطع بود و امروز بنده ۵ ساعت برای صدور دفترچه معطل شدم و بقیه هم همچنین لطفا با اوجه به در امد کلان سازمانتان کمی فقط کمی به فکر مردم باشید
__label__Neg	واقعا سیستم نوبت دهی بسیار نا کار امده و به هیچ دردی نمیخوره
__label__Pos	عالی
__label__Pos	از شعبه ۱۹ کاملا رضایت دارم...باتشکر
__label__Neg	فوق العاده بی نظم و بدون پیش بینی یک فرآیند ورود ارباب رجوع .سردرگمی تمام ارباب رجوع ها!عدم پاسخگویی کارمندان!برخورد بد!دریغ از یک نفر که وظیفش این باشد ک به سوالات مردم جواب دهد.شعبه ۹ هویزه
__label__Neg	کارمند نام نویسی باجه 2 منو تودردسر انداخت به خاطر بی توجهی 3ساعت بالا پایین شدم
__label__Pos	سلام درشعبه به بنده گفتن کارشما درست شدنیم ساعت بعد وقتى به کارگزارى مراجعه کردم کاربنده هنوز درست نشده بود لطفا رسیدگى شود
__label__Neg	سلام، خیلی ها که برای انجام کار بیمه مراجعه میکنن ‌پیرمرد و پیرزن هستند ونمیتونن نوبت بگیرن موبایل ندارند
__label__Neg	من برای اولین بار و آخرین بار مراجعه داشتم . هم آقایی که برای ایرانسل و خانمی که برای همراه اول نوبت میداد رفتارشان بسیار بد بود نمیدونم سختشون بود حرف بزنن. و اصلا شایسته جوابدهی به ارباب رجوع نیستن. بسیار براشون متاسفم. اون خانم که اشتباه فرد رو به طبقات هدایت میکنه به ایشان گفتم برای سابقه اومدم. وقتی رفتم بالا بعد از مدتی که تو صف بودم نوبتم شد تازه کارمند اونجا متوجه شد که باید طبقه سوم برم نه طبقه دوم . خدا بداد بقیه ارباب رجوعی برسه که دائم با این شعبه سرو کار دارن.
__label__Pos	سپاس
__label__Pos	برگه های کوچک مراحل بعدی اخذ امضا چاپ شود تا کارشناس برای نوشتن آنها پشت پرونده زمان نگذارد
__label__Pos	عالی
__label__Neg	از این بدتر نمیشه
__label__Neg	به معنی واقعی کلمه افتضاح هستید
__label__Neg	از هجده باجه فقط دو باجه کار می کردند!!؛؛
__label__Neg	مسخره کردید مردمو
__label__Neg	بسیار بسیار بسیار پرسنل بی قید و بند و غیرمسئول در بیمه ها مشغول بکار هستن از دربان تا مقامهای دیگر همه مسئولیت پذیر نیستن و موقع حضور ارباب رجوع محل کار رو ترک برای انجام کار شخصی یا با تلفن کار شخصی انجام میدهند اصلا رضایت از هیچگونه از افراد و پرسنل ندارم
__label__Neg	شعبه ۹ بیمه تامین اجتماعی نیروهاش اصلا پاسخگو نیستند
__label__Neg	پرسنل بسیار بی‌ادب و سیستم دو هفته است که قطع است و من نمیتوانم نام نویسی کنم و پرسنل در کمال بی ادبی میگویند به ما ربطی ندارد
__label__Pos	خیلی بهتر است که کار ارباب رجوع در جلسات کمتری انجام شود.قوانین دست و پا گیر را کم نمایید با تشکر
__label__Pos	اطلاع رسانی نوبتگیری بیشتر بشه عالیه
__label__Pos	عالی هستش امیدوارم همیشه اینجورباشه
__label__Neg	کارمند خانم دم در پایین خیلی خوب بودن و لی کارمند آقا بالا واحد١ بد بودن من وفتم یه شعبه دیگه
__label__Neg	از تاریخ 20_5 جهت بازنشتگی ثبت پرونده نموده ام و امروز بعد از یک ماه میگویند که سختی کار اینجانب را که وزارت کار ، تایید نموده ، به شما تلق نمیگیرد. وپرونده اینجانب را به مرکز شعبات ارسال نموده وگفتند بعداز یکماه تماس بگیرید تا از مرکز جواب بیاید. ایا درست است دراین برهه از زمان که گرانی بیداد میکند واین حقیر 2ماه است که ترک کارم را زده اند و حقوق ندارم ، یکماه دیگر صبر کنم.خواهشمندم رسیدگی نمایید. بنده 3 فرزند دانش اموز و دانشجو دارم.
__label__Neg	سلام در نوبت دهی اینترنتی اصلا گزینه ای به نام عینک، دندان مصنوعی و. . . . وجود نداردارد و موقعی هم که گزینه پروتز واروتز را جهت انجامهمین باعث اختلاف بین مراجعین درانجام کار
__label__Neg	قطع بودن سیستم ۲ روزه
__label__Neg	نوبت دهى صرفا جهت سرکار گذاشتن افراد در نظر گرفته شده است.امیدوارم روزى برسد که از این ابزار استفاده کارآمد براى هم پرسنل مجموعه و هم مراجعه کنندگان استفاده گردد.
__label__Neg	هلپ دسک هیچ اشنایی با امور نداشته برخورد بدی داشته و راهنمایی نادرستی انجام داد
__label__Neg	رفتار بسیار زشت و توهین آمیز باجه شماره ٣ قسمت فنی شعبه ٢٩ تهران
__label__Pos	عاااااااااااشقشم
__label__Neg	پرسنل و سیستم ها همه مشکل داشتند
__label__Pos	آرزوی موفقیت برای همه عزیزان
__label__Neg	من راضی نبودم مدت پنج ماه پرونده من سر گردان بود و آخر هم به اداره کار بازگشت و مشکل اولیه از خود پرسنل بود که من را درست راهنمایی نکردن
__label__Pos	جاداره از قسمت مستمری شعبه 24 تشکرکنم.
__label__Neg	خیلیهرج و مرج،به مشتری ام احترام...
__label__Neg	به صورت اینترنتى بشود کارها را انجام داد ونیازى به رفتن به شعبه نباشد .وقتى که نوبت اینترنتى گرفته مى شود نوبت خوانده شود توسط دستگاه ودر همان زمان کار انجام شود ما متاسفانه پس از گرفتن نوبت اینترنتى در صف ایستاده و پس از کلى هرج و مرج و زمان طولانى صف موفق به انجام کار شدیم .
__label__Pos	سپاس و عملکرد خوبتان
__label__Pos	اقای سلیمی واحد فنی بیمه شدگان بسیار عالی بودند و تشکر می کنم
__label__Neg	رفتار نا مناسب پرسنل،عدم راهنمایی مناسب و عدم توانایی و سرعت عمل در انجام کار پرسنل مشکلات اصلی بود به نظر بنده
__label__Neg	وقت مراجعه کننده ها اینقدر بی ارزشه که یک روز کاری مراجعه کننده به بهانه قطع بودن سیستم تلف شه بدون این که نتیجه ای بگیره؟!
__label__Pos	با تشکر از ریاست محترم شعبه
__label__Pos	ممنون از سیستم جدید لطفا در جهت ارتقای آن تلاش فرمایید متشکرم
__label__Pos	کاش روند الکترونیکی کردن برای همه خدمات انجام بشه
__label__Neg	درساعت رزرو شده مراجعه کردم باجه مورد نظر اصلا کار نمی کرد وپاسخگونبودند مجبورشدم دوباره نوبت حضوری بگیرم
__label__Neg	من مرخصی گرفتم و ساعت ٢ برای هدیه ازدواج به شعبه رسیدم که گفتن باید نوبت داشته باشی نوبت گرفتم و ساعت ٢:٣٠ برام نوبت داده شد اما کارمند اون قسمت با اینکه کاری نداشت گفت برید و سعی کنیدصبح اول وقت بیاید ! متاسفم که برای وقت ما هیچ ارزشی قایل نیستید کارمندان عزیز جامعه ای را در هر اداره تشکیل دادید که فقط باعث تاسف است و ای کاش کمی انسان وظیفه شناس در هراداره بود، اگر بعد ازظهر کار نمی کنید چرا نوبت میدید!؟!
__label__Neg	به من برای باجه ی ۱ امور فنی وقت داده شده بود که مسئول این باجه اصلا در زمان مقرر اونجا نبود و در باجه بسته بود!!! باجه دیگری هم که کار باجه شماره ۱ رو انجام میداد اصلا به وقت اینترنتی توجهی نداشت و به همین علت حدود ۲ ساعتی در شعبه شماره ۹ معطل شدم، امیدوارم حداقل این انتقاد ترتیب اثری داده بشه و شعبه از این بی نظمی و آشفتگی خارج بشه..کارمندانتون هم که انگار وظیفه ای نداشتن و لطف میکردن که کار مارو انجام بدن!!! نمیدونم واقعا لفظ کارمند رو میشه واسشون به کار برد یا نه، طلبکار لفظ مناسب تریه!
__label__Pos	این شیوه بسیار مناسبی برای صرفه جویی در وقت و کاهش حجم مراجعین شعبه به دلیل تعیین وقت حدودی مراجعه میباشد.اما به دلیل تبلیغ کم اکثر مراجعین از وجود چنین خدماتی اطلاع ندارن.باتشکر
__label__Neg	کارمندان شعبه ١ فوق العاده بی مسؤلیت و بی ادب و فاقد دانش کافی
__label__Pos	لطفاسامانه دارای محدودیتهای فراوانی است خدمات بیشتر میبایست توسعه ومتنوع شود
__label__Pos	لطفا در جهت ارتقای سیستم تلاش فرمایید متشکرم
__label__Pos	بسیار عالیست
__label__Neg	هدف از سیستم نوبت دهی انلاین جلوگیری از اتلاف وقت است اگر قراره من نوبت بگیرم باز هم بیام اونجا تو صف بمونم که فایده نداره، سیستم هم قطع بود کارم انجام نشد
__label__Pos	بعضی مراجعات را به نظرم میشه کم کرد. اطلاعات مراجعین که برای اولین بار در موضوعی مراجعه می کنند کم است. خوبه یه مشاوره کامل اول کار ارائه شود. ممنون
__label__Neg	عدم مشورت لازم
__label__Pos	با تشکر از شما زحمتکشان
__label__Pos	همه چى خوب بود
__label__Neg	نوبت موبایلی امکان پذیر نمیباشد.بعداز نوبت اینترنتی یک نوبت داخل اداره شعبه هم بایدبگیری.
__label__Neg	چقدر خوب بود که با وجود اینترنت و شبکه بودن سیستم سوابق بیمه برای پرداخت هزینه عینک کار بنده را دو هفته عقب نندازند
__label__Neg	باجه سه دیوانه شد بود همکارش رفته مرخصی
__label__Neg	عملکرد فاجعه پرسنل و انجام ندادن کار ارباب رجوع
__label__Neg	لطفا نظارت دقیق تری روی رفتار و عملکرد پرسنل داشته باشید متاسفانه پرسنل بیمه جوری رفتار میکنند که اگر کاری میکنند انگار لطف میکنند و منت میزارن تازه اگر کار راه بندازن
__label__Pos	اقدام شما جالب بود و برای اولین بار حداقل در باره مشکل بنده، یک کار بی ایراد در این ساختار حاکمیت دیدیم و کیف کردیم
__label__Neg	بدترین شعبه تامین اجتماعی
__label__Neg	من تا حالا اینجور اداره بی مدیریت ندیدم بخاطر یک بیمه اختیاری ۴ بار مراجعه کردم ولی هنوز کارم را انجام نداده اند
__label__Pos	ممنون. عالی شده
__label__Neg	بسیار ضعیف و بدرد نخور و ناکارامد و کلی مطلب دیگه که نمیشه نوشت خدا مسببین ایجاد این سیستم و لعنت کنه
__label__Pos	با سپاس از خدمات نوین
__label__Pos	رضایت بخش پرسنل همکاری کامل را داشتند.
__label__Neg	واقعا ضعیف کار میکنن
__label__Neg	متاسفانه باجه ای که منو ارجاع دادید مرخصی رفته بودن 5 ساعت آلاف شدیم
__label__Neg	باتوجه به اینکه اینجانب درساعت مقرر درباجه حضور داشتم باگذشت یک و نیم ساعت هنوز کارم انجام نشده و باجه ٣ پاسخگو نیستند
__label__Pos	سلام .لطف بفرمایید درواحد نامنویسی ثبت درخواست بیمه رانندگان وواحدفنی استردادوانتقال ایجاد شود
__label__Pos	خیلی خوب
__label__Pos	اگر به همین صورت ادامه یابدخیلی خوب میشه
__label__Pos	خیلی ممنون
__label__Neg	خدمت رسانی وجود ندارد بسیار نا امید کننده است،اکثر کارمندان رفتار نامناسب با ارباب رجوع دارند
__label__Pos	هنگام نوبت گیری اینترنتی بعد از ثبت نوبت پیامک اریال نمیشه و اکثر مراجعه کننده ها با مشکل مواجه میشن و کسی برای اطلاع رسانی و راهنمایی صحیح و دقیق در شعبه نیست
__label__Pos	بسیار عالی
__label__Neg	با توجه به بی نظمی موجود، نوبت دهی تاثیر چندانی نداره، چون کسی رعایت نمیکنه
__label__Neg	سلام اینکاربرای جایی مثل بیمه کارایی روپایین میاره ورفت وامد یک نفرچندبارمکنه تکراربشه.چون یک شخص برای یک کارممکنه به چندباجه نیازداشته باشه که اگه وقت نداشته باشه مجبوره چندروزکارش عقب بیفته وبعضی چیزهاتوبیمه زمان خیلی مهمه .نوبت دهی باشماره خیلی بهتربود کارایی بالاتربود ولی این شرایط کارروسخت کرده
__label__Neg	اذیتکارهستش معاون شعبه
__label__Neg	خیلی خدمات دهی ضعیف و نامرتب بود مخصوصا برای افراد مسمتری بگیر و بازنشسته خدا رحم کنه زمانی که ما بخواییم بازنشسته شیم
__label__Neg	برای بیشتر کردن کار مردم اگر کار دیگه ای هم میشه انجام بدید
__label__Pos	تشویق ریالی پرسنل محترم شعبه 14 در واحد میز خدمت ، با توجه به مراجعات زیاد با صبر و حوصله فراوان و با خوش رویی در جهت انجام امور مراجعان فعالیت دارند
__label__Pos	انشاالله باپشتکار موفق باشید
__label__Neg	لطفا وقتی سیستم قطع هستش نوبت دهی نکنید که ما مجبور بشیم بخاطر سو مدیریت شما از طرف محل کارمون مورد سرزنش قرار بگیریم و یک روز مرخصی اجباری رد کنیم
__label__Neg	مسئول نامنویسی خانم زارعی شعبه ۱۸ ادم بیشعور میباشد وقت اینترنتس گرفتم بازم گفت نوبت بگیر بشین ۱ ساعت نشستم جلو مردم سر من داد زدت
