__label__Neg	سیستم خوبی نبود از ساعت ۱۱تا ساعت۱۲:۴۰منتظر نوبتم بودم در حالیکه،در این مدت زمان تعداد زیادی مراجعه کننده حضور نداشت یعنی در حالت غیر الکترونیک کار بنده زودتر راه میوفتاد،در ضمن کسانی هم که همراه اول نداشتند قادر به نوبت گیری نبوند
__label__Neg	با سلام.من روز 4 پهر دستگاهم رو دادم به شعبه مجتمع نور،تا امروز 16 مهر که رفتم جسد دستگاه رو بگیرم،هیچ تماسی از سمت موبایل آباد نبود،فقط من روزی 3 بار زنگ میزدم و میگفتن امروز بهت خبرمیدیم دیگه.دیشب بهم گفتن که دیگه درست نمیشه و فردا ساعت 9 بیا برای دربافتش،من از 9 صبح منتطر بودم،متصدی ساعت 10:40 تازه مغازه رو باز کرده. بعد این همه روز دستگاه من درست که نشده هیچ، تازه هیچ تضمینی هم نیست هیچ قطعه ای ازش کم نشده باشه.واقعا جای تٱسف داره این همه هزینه تبلیغات درتلویزیون و این سطح ضعیف سرویس دهی،تازه اگر سرویسی بدید.
__label__Pos	همه خدمات به این صورت باشد عالی است
__label__Pos	واقعا عالی بود این سیستم و وقتم خیلییی کمتر هدر رفت
__label__Pos	با توجه به ترافیک مسیر لطفا ترتیبی اتخاذ گردد که در صورت تاخیر تا چند دقیقه نوبت پابرجا بماند
__label__Pos	واقعا کار آدم و راحت میکنه دستتون درد نکنه که چنین امکاناتی و راه اندازی کردید من یک دقیقه هم تو نوبت نموندم چون وقت گرفته بودم و سریعا کارم و انجام دادن ممنون از شعبه ۱۶
__label__Neg	طرز برخورد فوق العاده بد و اطلاع رسانی خیلی ضعیف
__label__Pos	لطفا اطلاع رسانی در سطح وسیع تر و بهتری انجام بشه که مراجعه کننده بدونه که چه امکاناتی براش فراهم شده که از اتلاف وقتش جلوگیری بشه
__label__Neg	برخورد پرسنل شعبه اصلا خوب نیست و پیگیری کار ارباب رجوع خیلی کند صورت میگیرد و بعضی از پرسنل واقعا جواب گوی ارباب رجوع نیستن و همون دستگاه های نوبت دهی عملکرد بهتری دارد نسبت به *۱۴۲
__label__Neg	نهوه رسیدگی به ارباب رجوع بسیار ضعیف بود
__label__Pos	من برای انعقاد قرارداد جدید مشاغل ازاد مراجعه کردم در صوزتی که قراداد قبلا داشتم اگر میشد به صورت غیر حضوری برای تمدید قرارداد اقدام کرد عالی میشد
__label__Pos	عالی بود
__label__Pos	خانوم قاسمی به نظرم خیلی خوش اخلاق و باصبر بودن
__label__Neg	متاسفانه در این هیچکس نسبت به اطلاعات اینترنتی هیچگونه اشرافیتی ندارند و مثل توپ فوتبال از این باجه به اون نفر ارسال میکنند
__label__Neg	بحالت اول برگردد خیلی خوب است
__label__Pos	صمیمانه از آن شعبه محترم سپاس و قدردانی می نمایم.
__label__Neg	با سلام و احترام روش جدید بسیار نامناسب به نظر میرسد چون برای افراد مسن بی سواد ویا حتی همراه نداشتن تلفن ممکن است مشکلاتی بوجود آورد در ضمن ما همگی شهروندان یککسچر هستیم افرادی که گشت باجه ها نشسته اند باید تکریم ارباب رجوع را رعایت فرمایند وبا کمال صبر و شکیبایی مردمم را راخنمایی فرمایند ولی متاسفانه با بی حوصله گی بی میلی و در بعضی موارد با بی ادبی و طلبکارانه پاسخ گو هستند ما حقوق میگیریم ودر مقابل مردم مسولیم کمکاری نکنیم درست مردم را رهنمایی نمایی ممنون - کارشناس ارشد وزارت علوم 09122403595
__label__Neg	سیستم نوبت دهی کاملا فرمالیته است.احتمالا صرفا برای هزینه کردن یه بودجه و یا استخدام تعدادی آشنا بوده
__label__Neg	شعبه ٢٩ یکى از ضعیف ترین شعب بیمه و رفتار پرسنل به شدت تند و بى حوصله، نوبت دهى آنلاین به شدت نامناسب، زمان انتظار بالاى ١ ساعت در حالى که وقت باجه آزاد است، در نوبت دهى آنلاین باجه ها را اشتباه تعریف کرده در پیامک دریافتى و به هر باجه که مراجعه میشود به باجه دیگرى إرجاع میدهند
__label__Neg	اصلا رسیدگی در حد صفر
__label__Neg	بد ترین و چرت ترین نوع ارائه خدمات به صورت الکترونیکی هست و همچنین بی فرهنگی پرسنل نسبت به این سیستم بسیار زیاد
__label__Pos	تشکر و قدردانی میکنم از رئیس تامین اجتماعی و کارکنان محترم...
__label__Pos	در کل خوب بود
__label__Neg	خیلی ضعیف
__label__Pos	سیستم نوبت دهی عالی
__label__Neg	سیستم قطع بود و هر نیم ساعت یکبار وصل میشد برخورد کارکنان افتضاح بود یک روز کامل از کار افتادم
__label__Pos	واحد درآمد، سرعت عمل بیشتری داشته باشد
__label__Neg	داخل مجموعه اینترنت ضعیف بود، اینطور شماره دادن فکر خوبیه برای ولی اطلاع رسانی ضعیف بود و همچنین رفتار پرسنلتون هم خیلی بد بود
__label__Neg	افتضاح هست متاسفانههربار باید شاهد دعواهای مردم باشیمامروز بعد از ۵ساعت همچنان کار بنده انجام شد و باید فردا رجوع کنمبه شدت بی نظم و درهم و خسته کننده
__label__Neg	با سلام کارمندان کار سختی دارند و لی دلیل نمیشه اینقدر بی ادب باشند من ارباب رجوع اگه نباشم ایشون حقوق ندارد پس باید احترام بگذارد همانطوریکه من به ارباب رجوع احترام میگذارم.
__label__Pos	از زحمات شما سپاسگزارم اجر وپاداشتان را از خداوند با شادی وتندرستی فرزندانتان بگیرید ممنون از شما
__label__Neg	همکاران تامین اجتماعی فکر میکنم ملت کف دستشون رو بو کردن که بدونن شما سیستم نوبت دهی اینترنتی راه انداختین بسیار بی ادب هستن و همیشه طلب کار انگار در راه رضای خدا کار میکنم و به مراجعه کننده دارن لطف میکنم این همه پول بیمه می‌دیم که بی احترامی بشنویم
__label__Pos	بسیار باجه شماره ۴ شعبه ۲۲ رفتار مودبانه و خوبی داشتن و با صحه صدر کار را انجام دادن من از ایشون سپاسگزارم
__label__Neg	عدم پاسخگویی صحیح و عدم همکاری با ارباب رجوع
__label__Pos	ممنونم از زحمات شما
__label__Neg	برخورد کارکنان بسیار بسیار زشت و توهین آمیز است. و این برای شما اهمیتی نداردچون سالهاست به همین منوال درحال کار هستید. ضعف مدیریت بیداد میکند.
__label__Neg	جواب درست به مردم نمیدن،افتضاحه
__label__Pos	تشکر
__label__Neg	سلام نتیجه اینگونه روشهابایدموجب رضایت وخدمت رسانی بهتربه بیمه ارباب رجوع باشد نقاط ضعف: 1نبودبخش تکریم ارباب رجوع وسرگردانی مردم 2اکثرمراجعه کنندگان کسانی هستند که سنی ازآنها گذشته ومهارت لازم کارباتلفن همراه راندارند 3هرقسمتی که کارانجام میشودقسمت بعدی هم که می‌رویم درخواست نوبت گیری مجدد رادارند 4برخی ازمراجعه کنندگان سیم کارت همراه اول راندارند 5 به نظربنده همان روش شماره گیری درخودشعبه بااینکه آن هم مشکلاتی داشت به مراتب ازاین روش بهتربود والسلام
__label__Pos	ممنون از راه اندازی سیستم نوبت گیری
__label__Neg	سیستم فوق العاده مزحرف نوبت دهی اینترنتی- چهارشنبه حضوری رفتم وقت ها پر بوده نتونستم وقت بگیرم کارمند یه سوال کوتاه هم جواب نداد مجبور شدم شنبه برم دوباره-- واقعا مسخره بازی و مردم آزاری میکنین
__label__Neg	متاسفانه طبق معمول بد اخلاقی و عدم تکریم ارباب رجوع و عدم یکپارچگی خدمات دهی در شعب گوناگون بیمه واقعا متاسفم
__label__Neg	سلام در نوبت دهی اینترنتی اصلا گزینه ای به نام عینک، دندان مصنوعی و. . . وجود ندارد و موقعی هم که گزینه پروتز واروتز را جهت انجام این نوع کارها انتخاب میکنیم خین
__label__Neg	وضعیت شعبات واقعا اسفناکه و خیلی ها امکان گرفتن نوبت اینترنتی ندارند و وضعیت قبلی به مراتب بهتر بود.رفتار کارمندان هم که افتضاح هستش باید صبح ها صبحانه رو تو محل کار بخورند تا قند خونشون بالا بره و خوش اخلاق بشن. با تشکر از توجه شما
__label__Neg	واقعا جای بسی تاسف داره رفتار پرسنل
__label__Neg	پاسخگویی بسیاز ضعیف و لج کردن با ارباب رجوع و انجام ندادن امور ارباب رجوع به بهانه قعطی سیستم،چون که دقیقا نفر قبلی بنده،دقیقا کاری مثل کار من داشت،و کارش خیلی زود انجام شد،اما کار اینجانب خیر
__label__Neg	باسلام همیشه مشکل سیستم دارند و میگویند سیستم قطع است.پنج شنبه ها که تعطیل هستند و شنبه هم سیستم قطع است
__label__Neg	لطفا با توجه به شرایط نامساعد پیش امده بیشتر مراعات حال مراجعین را نموده و از پاسکاری های بیش از حد و نیز به تعویق انداختن امور مربوط به ایشان تا حد ممکن خودداری کنید. با سپاس؛
__label__Pos	دیروز یک دختر خانمی بودن که دو مرتبه با شماره ۱۴۲۰ تماس گرفتم، اپراتور آزاد بودن، خیلی با خوشرویی و صبر و حوصله منو راهنمایی کردن. میخواستم تشکر کنم از ایشون.
__label__Pos	نیاز به اطلاع رسانی از رسانه ملی دارد
__label__Pos	همه چی عالیه
__label__Neg	زمان صرف شده جهت انجام امور بسیار طولانی است حتی بیشتر از ۴ و ۵ ساعت...اکثر باجه ها خدمات نمیدهند و تنها دو سه باجه پاسخگو هستند...اطلاع رسانی بسیار ضعیف بوده و کارمندان به درستی پاسخ ارباب رجوع را نمیدهند و همین امر باعث سرگردانی اکثر مراجعه کنندگان میشوند...
__label__Neg	نوبت گرفتن به روش قبل بهتر است.سرو و صدا در اطاق ازار دهنده است
__label__Neg	افزودن شعب
__label__Neg	واقعا گند زدین با این پرسنل انتخاب کردنتون کار بردیم پیششون میگه سیستم و خاموش کردم دیگه روشنم نمیکنم ناراحتی برو یه شعبه دیگه
__label__Pos	امیدوارم در تمامی نظام بروکراتیک کشور چنین آرامش و دقتی برقرار شود.
__label__Pos	همه چیز خوب و عالی
__label__Pos	خدمات دهی و اطلاع رسانی در بخش کارشناسی حسابهای انفرادی ، سرکار خان رفیع زاده بسیار خوب بود. با تشکر
__label__Pos	ممنونم همه چی عالی بود
__label__Neg	ضعیف
__label__Pos	جواب دهی خوب بود
__label__Neg	سیستم هم ضعیف عمل میکنه و هم توی انتخاب شعبه اشتباه میکنه من توی سیستم شعبه ۲۹ رو انتخاب کردم ولی رزو شعبه ۸ رو به من داد.ضمنا این سیستم برای انجام خدمات تک نفره رزرو میشه که چنانچه برای انجام چند کار مجبور به انتخاب چند رزرو با ساعات مختلف هستی.
__label__Pos	براکسایی که نمیتونن از طریق تلفن همراه کارکنن وتواناییشو ندارن یااصلا تلفن همراه ندارن باید فکری بشه
__label__Pos	تنها افرادی که منظبط هستند أین طرح رادوست دارند دارین خصوص مقاومت بخرج دهیدتادیگران نظم را باد بگیرند
__label__Neg	رفتار بسیار غیر مودبانه و مسئولانه پرسنل
__label__Pos	سلام خسته نباشین والا ازلحاظ پاسخگویی خوب بددن ولی کارم انجام نشد نیمه کاره موند چون گفتن خطوط بیمه آنلاین وسراسری شده برای یه خارج شدن نام یه خانم از تکفل پدرشون که الان تحت تکفل همسرشون هستن باید با یدتاتامین اجتماعی شمیران برم تا نام ایشونو ازواحدنامنویسی خارج کنن درصورتیکه شاید می شد توهمین شعبه نوزده کاروتمام کرد بازازهمکاری تمام عزیزان شعبه ۱۹ که با اینجانب همکاری کردن کمال تشکروادب رودارد درفشان
__label__Pos	سپاس از همکاری و راهنمایی پرسنل شعبه 27. با توجه به مراجعات قبلی اینجانب به شعبه، باور کردن این تغییرات سخت بود.
__label__Neg	به هیچ عنوان از رزرو اینترنتی استفاده نمیشود
__label__Pos	با ارزوی بهترین ها برای خدمت کنندگان به مردم .
__label__Pos	الکترونیکی شدن کارها و جلوگیری از مراجعات حضوری باعث بالا رفتن کیفیت عملکرد سازمان میشه، پیشنهاد میکنم تا جاییکه میشه خدمات سازمان بدون نیاز به مراجعه حضوری و از طرق آنلاین انجام بشه
__label__Neg	اصلا خبر نداشتن میشه با سامانه نوبت گرفت و از این اتاق به اون اتاق میفرستادن
__label__Pos	با درود فراوان وسپاس ازبرنامه ریزان ومجریان آن امیدوارم باپیگیری وجدیت دراجرایی شدن هرچه بیشتربرنامه هاونهادینه کردن آن موجب رضایتمندی هرچه بیشتر مراجعه کنندگان را فراهم آورد چون باجدیت وپیگیری مدیران وکارکنان وآموزش به مردم میتوان به موفقیتهای اجرایی آن کمک شایسته وبایسته کرد آری دست دردست هم دهیم به مهر تابرنامه وهدفهای خودرا کنیم اجرا سپاسگزار وقدردان تمام عزیزان شیفته خدمتم سالم وموفق باشید تلاشگران عرصه خدمت سپاس مجدد
__label__Pos	ایکاش از پرسنل خوش رفتار تقدیر بشود
__label__Pos	خوبه
__label__Pos	خیلی خوب بود و همه چی با نظم بود
__label__Pos	اگه همون ساعت انجام بشه بهتره و اینکه رفتم تو شعبه از ۴ نفر پرسیدم که کی انجام میده اینترنتی یه کاغذ بزنن که معلوم شه چ کسی اینترنی انجام میده
__label__Pos	کارمند ها با اخلاق باشند
__label__Pos	مسئول فناوری و اطلاعات و اقای ساجدی واقعل دوتا نیرو با ارزش هستند و جای تقدیر و تشکر فراوان دارن
__label__Neg	بنظر میرسد بستر های لازم اعم از سخت افزاری و یا نرم افزاری برای انجام این طرح مهیا نشده است
__label__Neg	مردم ساعتها باید برای کیفیت بد منتظر بمونم چون گزینه دیگه آیی وجود نداره اطلاع رسانی ضعیفه سیستم قطع میشه به مردم نمیکنه ساعت ها تو شعبه ۲۲ منتظر باید بمونی و نتیجه نمی‌گیری واقعا برای این سیستم متاسفم
__label__Pos	ممنون از رییس محترم شعبه
__label__Neg	امکان نوبت گرفتن اینترنتی اصولا به کسی ابلاغ نشده و در هر دو بار مراجعه مجبور شدم از مدیر شعبه خواهش کنم که به کارمندان گوشزد کنند لازم است کار انجام شود. همچنین هیچ استند خاصی برای پاسخگویی به افرادی که نوبت اینترنتی دارند نیست.
__label__Neg	چرا با توجه به اینکه سیستم مربوط به مستمری بگیران قطع است به مردم وقت میدهید
__label__Neg	بابا یکم غم این ملت رو هم بخورید برای هر چیزی باید کلی صف به ایستیم آخرشم کارمون راه نیوفته یکم ساده تر بگیرید مگه با بیگانه طرفید هممون مال یه کشوریم ما دیگه خسته شدیم به خدا از این برخورد اداره جات و نهادها همه طلب کارن انگار اداره ارث باباشونه ه جا میری میگن بیرون تشریف داشته باشین از یه ثبت نام مدرسه ساده گرفته تا همین بیمه آخه این چه سیستمیه به خدا خسته شدیم نخواستیم بیمه بعد ۳۰ سال میخوان ۱ ملیون تومن بدن الان یک میلیون یه خانواده رو یک ماه میچرخونه خدایی میچرخونه ؟
__label__Neg	به نظرم برای بهبود شرایط باید یک شیوه را انجام داد یا فقط اینترنتی یا فقط نوبت دهی دستی. چون الان معلوم نیست کدام هست و افراد گیج میشوند و معطل
__label__Neg	سیستم نوبت دهی الکترونیکی بسیار ضعیف اطلاع رسانی و اجرا میشود
__label__Pos	همه چی خوب بوده
__label__Neg	باجه ٣ اصلا اهمیتی نداد و حتی سوال نکرد نگاه نمیکرد و جواب نداد و من در انجا شماره گرفتم به صورت فیزیکی
__label__Pos	مسئولین را جابه جا نفرما ئید تا کار آئی بهتری دلشته باشند
__label__Neg	عدم رضایت از عملکرد پرسنل و عدم خدمت رسانی با نوبت اینترنتی و پاسگاری ارباب رجوع و عدم مسوولیت پذیری در امر تکریم ارباب رجوع و دهها مشکل دیگر
__label__Neg	عدم پذیرش رزرو نوبت اینترنتی در شعبه مذکور
__label__Neg	پرسنل واقعا بد رفتاری میکنن جواب درستی نمیدن راهنماییی درست نمیکنن من ت شعبه های دیگه هم رفتم اما بسیار خوب راهنمایی و برخورد میککن این شعبه ۲۲ واقعا افتضاحه خیلی بد
__label__Pos	امروز خیلی عالی بود ممنونم از تمام پرسنل
__label__Pos	بیش از انتظارم وضعیت پاسخدهی خوب بود
__label__Pos	خیلی خوب وعالی شده و از اتلاف وقت خیلی جلوگیری میکنه و باعث شده وقت با ارزشمون تو صف های طولانی بیمه اتلاف نشه
__label__Neg	فوق العاده بی نظم و بی قانون و عدم مدیریت در نوبت دهی اینترنتی و رعایت نشدن نوبت های داده شده به علت نبود شماره نوبت دهی
__label__Neg	خدمت رسانی بسیار کند بوده و بسیاری از کارمندان در جای خود نبودند
__label__Pos	همه مراحل عالی وهمه پرسنل بسیاردقیق ب کارم رسیدگی کردند موفق باشید
__label__Neg	واقعا برای خودم و مردم ایران متاسفم
__label__Neg	متاسفانه کارمندان شعبه رودهن ازوجود این سیستم اظهار بی اطلاعی و همکاری لازم را نداشتند و این سیستم از سلیقه و دیدگاه انها هنوز در این شعبه راه اندازی وزیرساخت ندارد
__label__Pos	برخورد بهتر در خصوص مراجعه کننده
__label__Pos	با سلام و عرض خدا قوت.بسیار طرح خوب و جالبی در راستای طرح تکریم ارباب رجوع بود.انشاالله موفق باشید.متشکرم
__label__Pos	خانم عسگرى در این شعبه بسیار کمک کردند و نکته دیگه اینکه کاش وقتى مى خوایم سابقه بیمه مون رو اضافه کنین ازمون نخواین که بریم پرینتش رو از بیرون بگیریمهمون لحظه خود باجه بزنن و ناقصی سابقه رو ببینند دیگه . رو
__label__Neg	از ساعت ۹ صبح تا ۱۲ منتظر شدم ولی سیستم قطع بود و هیچ رسیدگی نشد. چون وقت مردم برایشان ارزشی نداره. اصلا رضایت ندارم.
__label__Pos	برخورد بسیار عالی برسنل و بذیر ش شعبه 9
__label__Neg	من بخاطر یک تبک در سمانه که ناشی از بی توجهی مسئول فنی شعبه ۲۵ بود باوجود مراجعه روز قبل دوباره از شعبه ۹ برگشتم شعبه ۲۵
__label__Pos	عالی بود باتشکر
__label__Neg	لطفا کسانی که پشت باجه ها نشستن رو بفرستین کلاس مشتری مداری. کلاس ارتباط با مشتری. کلاس انتقاد پذیری. کلاس زبان صحبت با ارباب رجوع
__label__Pos	عالی
__label__Pos	الهی همیشه شاد و سرسبزوخرم باشید.
__label__Neg	وقتی به شعبه میایم بگید که چه کارایی باید انجام بدیم تا چند بار مجبور نباشیم بیایم
__label__Neg	با سلام. به نظر بنده باید واحد مشاوره تقویت شده و با حوصله ی بیشتر مراحل انجام کار ارباب رجوع را توضیح دهند.ضمن اینکه مدت انتظار برای انجام کار بسیار طولانی است. بنده در مراجعه خود به شدت ناراحت و ناراضی بودم.خواهش می کنم به وقت و شخصیت مردم احترام بگذارید.
__label__Neg	نوبت اینترنتی هنوز در شعبه رودهن اجرایی نشده است.
__label__Pos	تبلیغات در مورد نوبت دهی باید بیشتر باشه چون اکثر مرذم اطلاع نداشتند
__label__Neg	امروز از چند خانوم همکاران ان اداره یه سوال ساده داشتم درحالی که هیچ ارباب رجویی نداشتم حتی اجازه ندادن من سوال مو مطرح کنم
__label__Neg	حدوددوساعته نشستم نوبت بگیرم همش ارور میزنه باتوجه باینکه دیروزنوبت گرفتم امدم شعبه بعدازسه ساعت گفتن سیستم خرابه
__label__Neg	روش خیلی مسخره ای هست
__label__Neg	خیلی بی ادب هستن
__label__Pos	😊
__label__Pos	طرح خوبه
__label__Pos	از مکانیزه شدن اداره بسیار بسیار راضی هستم فقط پرسنل بهتر با بقیه ارباب رجوع رفتار کنند و صبر و حوصله بیشتری داشته باشند
__label__Neg	برای دریافت کمک هزینه ازدواج مراجعه کردم. همسرم ازدواج اولش نبوده. کارمند محترم بسیار واضح و ناشایست به شناسنامه همسرم و به انتخاب من خندیدند. همچنین زمان پیشنهادی سامانه ساعت ۱۳:۴۵ بود در حالی که باجه خالی بود . خوشبختانه پرسنل منتظر رسیدن زمان نبودند و خودشان به مراجعین خدمات ارایه کردند
__label__Neg	خیلی بد از همه نظر افتضاح
__label__Pos	پیشنهاد من این است که این سیستم نوبت دهی ادامه داشته باشد با نوبت دهی آنلاین میتوان برای دیگر کارهایمان برنامه ریزی کرد ای کاش دیگر ادارات و سازمان ها هم به این سیستم مجهز شوند .از شما کمال تشکر را دارم
__label__Pos	سلام سالن ماشین نویسی بسیار عالی بود ولی سالن روبرو همه بداخلاق هستند مخصوصاً واحد ۳۱
__label__Neg	بسیار مزخرف بود.
__label__Neg	لطف کنن یه کم بهتر جواب مردم و بدن کسی که مراجعه می کنه راهنمایی می خواد با حوصله جواب بدن من اصلا راضی نیستم کلی وقتمون تلف شد نه کار من انجام شد ونه کار دخترم ممنون که این فرصت و به من دادید
__label__Neg	خانم حسن پور اصلا کار درست انجام نمیدن ، روز اول مراحل و نمیگن، هر روزی که برای اتمام کار میایم یه مورد دیگه میگن باید براشون بیاریم، اصلا برای زمان و وقت ما ارزش قائل نیستن، خانم کنارشون هم که کم مونده یه سوال اضافه بپرسیم کتک بخوریم ، اصلا رفتار های مناسبی ندارن همه مراجعین ناراحت بودن، من به خاطر خانم حسنپور که درست روال کارو توضیح نمیدن 5 روز مرخصی ساعتی گرفتم برای کاری که نهایت 2 روز انجام میشد من 5 روز اومدم، در هر صورت غیر از اقای شکوری طبقه بالا البته اگر اسمشون و درست گفته باشم، غیر از ایشون هیچ کدوم از کارکنان قسمتی که من کار داشتم اصلا درست نبود
__label__Neg	صبح رفتم کارمو انجام ندادن گفتن باید اینترنتی وقت بگیری با اینکه شعبه خلوت بود بعد ١١.٤٠ وقت گرفتم همسرم مرخصی گرفت بچه دو ماهم رو تو ماشین پیش باباش گذاشتم رفتم میگن سیستم قطعه بشینین تا وصل بشه تا شاعت دو نشستم دیدم دارن ناهار میخورن میگم چی شد میگن نه تا دو روز دیگه سیستم قطعه یعنی اگر من نمیپرسیدم تا ساعت چهارم بیکار میشستن و نمیگفتن. تازه مثل کارگرا با آدم حرف میزنن بسیار بی ادبانه و طلبکار... حالا من چجوری دوبلره با یه بچه دو ماهه بیام
__label__Neg	نظر سنجی زمانی مورد استفاده قرار میگیره که تفکر پشت سیستم در داستای بهبود خدمات باشد، مادامی که قرار بر این است که عده ی زیادی در ارگانی مانند تامین اجتماعی بکار گرفته شود پروسه زائد خیلی بیشتر میشه و عملا نظر سنجی مفهومی نخواهد داشت بیشتر از ۸۰ درصد پروسه اضافی هستش و هیچ سیستم ارزیابی عملکردی برای کارمندان خود ندارید قطعا آموزش های حرفه ای در ارتباط با برخورد پرسنل یا سیستم پاداش عملکرد نیست و فرهنگ سازمانی یکپارچه ای نیز وجود نداشت. همه اینها در یک بعد قضیه بود بعد دیگر فشار اورلود بر روی خود پرسنل شماست که باعث خستگی و عصبی شدنشان میشود در نهایت امر اکثر پروسه ها زمانی که سیستماتیک انجام گیرد سیستم بسیار چابکتر جلو میرود اما قطعا شما قصد تعدیل این حجم بالای نیروی اضافی را نخواهید داشت
__label__Neg	برخورد و روحیه کارمندها بدترین حالت ممکن بود نوبت دهی بسیار ضعیف و بی نظم متاسفم براتون
__label__Pos	از تلاش وبرخورد خوب سرکارخانم عباسی بسیارسپاسگزارم .
__label__Neg	باسلام،ای کاش خدماتی که معرفی میکنید عملی بشه وبااین وعدها مردم راساعتها توصف برای ارائه خدماتی که انتظار دارن معطل نکنید،متشکرم
__label__Pos	سهل تر کردن راه نوبت گیری
__label__Neg	یه جوری رفتار کردن انگار ارس باباشون و خوردیم
__label__Pos	تشکر از سیستم انلاین نوبت دهی. خیلی خوب بود. فقط بیشتر اطلاع رسانی شود.
__label__Pos	پیشنهادم این هستش که فرم ها و نحوه کار تمام شعب شبیه هم باشه،من شعبه یک شمیران رفتم کمتر از ۵ دقیقه کارم تموم شد ولی همین نوبت اینترنتی در شعبه ۲۵ انگار خیلی تعریف شده نیست و زمان بیشتری طول کشید تا من به نتیجه رسیدم،فکر کنم اگر یه روند کاری یکسان برای همه شعب تعریف بشه خیلی بهتره
__label__Neg	کد نوبت دهی برای خطوط ایرانسل انجام نمیشه و موجب معطلی مراجعه کننده می شود.لطفا کد رو برای تمام خطوط تعریف کنید
__label__Neg	پیشنهاد میکنم به محض مراجعه ارباب رجوع شخصی به عنوان راهنما و مطلع از کلیه امور ، تمامی مراحل اداری که ارباب رجوع باید طی بکند را به طور کامل تفهیم و یا فلوچارت مراحل را در اختیار او قرار دهد تا شلوغی و رفت و آمد و سردرگمی کمتر شود
__label__Pos	تشکر از شعبه ۲
__label__Pos	خواهشا نوبت دهی اینترنتی را قطع نکنید عالیه نه وقت ما هدر میره به موقع هم در بیمه حضور داریم تا کارامونو انجام بدیم .خدا خیرتون بده
__label__Pos	باتشکر از آقای کیایی
__label__Pos	وقتی همه چیز انلاینه چرا باید بریم یه شعبه دیگه مغایرت بگیریم؟ خوب همون شعبه مچبه همه چی دسترسی میتونه داشته باشه دیگه
